"id","school","male","FRL","ITBS_read_96","attend_SS","ITBS_read_97"
45,1,1,0,-0.57857601117963,0,-1.33161630495108
46,1,1,0,-0.583606640732343,0,-1.57705560711807
47,1,1,1,-0.0689439431075589,0,-0.149321040066733
48,1,1,0,-1.58624787501631,1,-1.01863475094368
49,1,1,1,-2.82976223056655,0,-2.76926829388465
50,1,1,0,0.118536739496848,0,-0.284237060827953
51,1,0,1,-0.20448619301293,0,0.595556723746769
52,1,0,1,-2.27159937590687,1,-2.06060922282451
53,1,1,1,-1.34115381568835,1,-1.49592625539797
54,1,0,0,-0.565459110903188,0,-1.32565268319647
55,1,1,0,-0.907394413052026,0,-1.27636402757067
56,1,0,1,-1.14871323320662,1,-0.647227758118657
57,1,1,1,-2.18308692089349,0,-2.26798619114717
58,1,1,1,-1.90180723482904,1,-1.67045246403816
59,1,0,0,-1.08990117182145,1,-0.731479505959262
60,1,1,1,-1.74707318880599,1,-0.999865645523997
61,1,0,1,-0.84820957324286,0,-0.891379200631087
62,1,1,0,-1.65328645827181,1,-0.78670439762766
63,1,1,1,0.607292810677793,0,0.618802510518041
64,1,1,1,-1.45417000242603,1,-1.46960208114953
65,1,0,1,-1.3015311956491,1,-0.385012205400288
66,1,0,0,-1.11858442403521,0,-0.947567705422868
67,1,0,0,-0.478155656143755,0,0.0793571401361511
68,1,0,0,0.607407272880148,0,-0.305554611355816
69,1,0,0,-0.789735767047545,0,-1.3007809155311
70,1,1,1,-1.30459089169701,1,-1.80676549592731
71,1,1,0,-1.17527925778843,0,-0.689238719979509
72,1,1,1,-1.77385966465232,1,-1.7671715173747
73,1,1,0,-0.169428953088752,0,-0.586448192930782
74,1,0,1,-1.72312793407371,1,-1.72731988482164
75,1,1,1,-0.84405753788892,0,-1.55140851137091
76,1,1,1,-1.48183595206277,1,-0.946446373700994
77,1,0,1,0.72209436069603,0,0.98971857030751
78,1,0,1,0.470493480871224,0,0.315671752317704
79,1,0,1,-2.3075181066363,1,-1.8192838239605
80,1,0,0,-0.230280944577845,0,-0.194880967607711
81,1,1,1,-0.371276753899236,0,-0.650745382011395
82,1,1,1,-1.56264980314761,1,-0.169899425774387
83,1,1,0,-2.67520295725495,1,-2.02996704528487
84,1,0,1,-2.30021488682813,1,-1.67298357146422
85,1,1,1,-1.61396985747638,1,-0.780633659337442
86,1,1,1,-1.35072117116273,1,-1.03982925153372
87,1,0,0,-1.68670858241887,1,-0.768378631404969
88,1,1,1,-1.85223655264467,1,-0.985119972317862
89,1,1,1,-1.88470360308554,1,-1.28227191928393
90,1,1,1,-0.980462676407672,0,-1.70671883789276
91,1,1,0,1.06484832127883,0,0.21389782300134
92,1,1,1,-1.31157856847282,1,-0.220981290302942
93,1,1,1,-1.02543034258612,1,-0.788527854291633
94,1,1,1,-1.71172117110307,1,-1.9052264241601
95,1,0,0,0.902442487573226,0,0.134897946296619
96,1,1,1,1.867187450237,0,2.105959009787
97,1,0,1,0.718267738055363,0,0.797878647872332
98,1,1,1,0.00315007800977973,0,0.0622240669975371
99,1,0,1,-1.26222877718293,1,-0.964719249158447
100,1,1,0,-0.130985546970043,0,-0.372097553583324
101,1,1,1,-1.87424138645763,1,-1.38000234386143
102,1,1,0,-0.855357667102781,0,-1.22715198136268
103,1,0,0,0.954427411382189,0,1.22242482727429
104,1,0,1,-2.54096315104549,1,-1.71992511692021
105,1,0,0,0.154799890700073,0,0.438952993190148
106,1,0,0,-2.63593514201684,1,-1.90853844417522
107,1,1,1,-2.19498242920972,1,-1.5863743780097
108,1,0,1,-1.55147411643344,1,-1.01252869000049
109,1,0,1,-2.03110666555355,1,-1.47641182944089
110,1,1,0,-0.378086271180836,0,-0.399511995673934
111,1,0,1,0.543817108450336,0,0.384419125937863
112,1,1,0,-0.667973624673305,0,-1.41035571012548
113,1,0,1,-2.74121528246195,0,-2.77283710305695
114,1,0,0,-0.930670690339797,0,-0.567887163516751
115,1,0,1,-1.32043535314927,1,-0.364386048955351
116,1,0,1,-2.21824363274508,1,-1.04792593784038
117,1,1,1,1.30369602641764,0,1.64166317354096
118,2,0,0,-0.0588899704119348,0,-0.403866191578258
119,2,1,1,-1.6406904751236,1,-1.32207417970922
120,2,1,0,-0.341412709293638,0,-0.263427478446848
121,2,0,1,-0.092626201919721,0,0.214323542865878
122,2,1,0,0.391369360552299,0,0.721474439174869
123,2,1,1,1.87103445905273,0,1.97986195494651
124,2,0,1,-0.719611010218379,0,-0.0481807253878269
125,2,0,1,0.564619240056116,0,-0.221164116148113
126,2,0,1,-0.287348060390048,0,-0.0499683748241269
127,2,0,1,-1.41201820977574,1,-0.603595829582995
128,2,1,1,-0.548262777847181,0,-1.3171848179649
129,2,0,1,0.9774717666432,0,1.54332728917361
130,2,0,0,0.508492602105718,0,1.42240104305837
131,2,0,1,0.503692241028765,0,0.567894532867183
132,2,0,1,-1.0772905614637,1,0.405656836905887
133,2,0,1,-1.12004063662137,1,-0.836511727168428
134,2,1,1,0.607907336410309,0,0.956981858665555
135,2,0,1,-0.0334054160713912,0,0.179222268374551
136,2,0,1,1.2064256823095,0,-0.0957225661946129
137,2,0,1,-0.514391933763959,0,-1.35483444237771
138,2,1,0,-0.457330845201293,0,-1.10480809642521
139,2,1,0,0.40524278027049,1,0.307711441878417
140,2,0,0,-1.22606949442207,1,-0.873165751089198
141,2,0,1,1.31360245605307,0,1.71691028878531
142,2,0,0,1.67492267527094,0,1.58629192045809
143,2,1,1,-2.60817270087471,1,-1.65821535267779
144,2,1,1,-1.16110398759754,1,-0.511287109644336
145,2,0,1,1.66982639499609,0,1.05903589016297
146,2,1,1,1.49123198531953,0,1.17501472321699
147,2,1,1,1.71180207033157,0,0.896533323212736
148,2,1,1,0.418718564922695,0,0.723752791116615
149,2,1,1,-0.366656127109846,0,-0.130257701316143
150,2,0,1,-0.049641944704614,0,0.611189116193092
151,2,1,0,0.0491663259726566,1,1.36164395587464
152,2,0,1,-0.0445046918015862,0,0.229575392899527
153,2,0,0,0.0310640675303955,0,-0.31130617321477
154,2,0,0,0.320224712024534,0,0.338599823214453
155,2,0,1,-1.03650312322829,1,0.243871744997565
156,2,0,1,0.350018720504841,0,0.264458141085812
157,2,0,1,0.178102005556751,0,-0.107934323338613
158,2,1,1,-2.20238736880525,1,-0.984235567776529
159,2,0,0,0.465631772632886,0,-0.398785580170887
160,2,1,1,-0.7246197556151,1,-0.550082870515501
161,2,0,1,0.346797810157436,0,0.830416518422436
162,2,1,1,-0.617511403156646,0,-0.768519673536455
163,2,0,1,0.226037169108725,0,0.378392995129844
164,2,0,1,-0.263060095316638,0,-0.590698012926236
165,2,0,1,-1.23552588770492,1,-1.10267795679831
166,2,0,0,1.12510713331228,0,1.36824783200507
167,2,1,1,-0.0962832839887179,0,0.696216403135879
168,2,1,1,-1.54586155076081,1,0.0829760360692726
169,2,1,1,1.40430842834985,0,1.10871080491493
170,2,0,1,-0.629871066876251,0,-1.19551599472101
171,2,0,0,-0.253673971670994,1,0.181966980392612
172,2,0,1,0.608234539560364,0,0.999097136272063
173,2,1,1,1.12932933029526,0,1.27585611470207
174,2,0,1,0.13319731799284,0,0.110400053842443
175,2,0,1,1.50829247120083,0,1.49863180961764
176,2,1,1,0.492833076109505,0,0.0690347956823137
177,2,1,0,-0.638840909871827,0,0.0469118639480331
178,2,1,1,0.609596402517665,0,0.735489734668404
179,2,1,1,0.689522432644464,0,1.0489325274905
180,2,1,1,0.145289588520877,0,-0.0589755640239939
181,2,1,1,-0.51948692997279,0,-1.14026097802309
182,2,0,1,2.09140687637888,0,2.65307902744852
183,2,0,1,-0.791145777088122,0,-1.60875554576574
184,2,1,1,0.316828007284897,0,0.575161022219321
185,2,0,1,0.526541758143801,0,0.0638666990782398
186,2,1,0,-0.768113015197752,0,0.698126416644339
187,2,0,1,0.723275615958102,0,1.19123729798005
188,2,1,1,-0.535638748479557,0,-0.373409445351877
189,2,0,1,-0.396104858348575,0,-0.621549071337006
190,2,0,1,-1.45319189960134,1,-0.549653897294208
191,2,0,1,-1.230611356891,1,-1.19125696987361
192,2,0,1,-1.03411226489131,1,-0.0634815526248962
193,2,0,1,1.15070403592071,0,1.54747708810989
194,2,0,1,-0.541256909533877,0,-0.160386459218432
195,2,1,1,-0.466090447748849,0,-0.947247475200814
196,2,1,1,-0.926069085197103,0,-0.764746215344822
197,2,0,1,-0.0591561858947146,0,0.0482278013441111
198,2,1,1,-0.782166228607534,0,-0.27238209334176
199,2,0,0,0.135490390113829,0,-0.0968980121835044
200,2,1,1,-1.47961294455688,1,-0.780418922356869
201,2,0,1,0.402038426288235,0,1.01696565979122
202,2,1,1,-0.260584488791598,0,0.764258232448477
203,2,0,1,0.926367923816073,0,0.621487320553154
204,2,1,1,-0.113361946950307,0,0.734893559651477
205,2,0,1,1.26138136035226,0,0.929332760769307
206,2,0,1,-2.60951432145501,1,-1.19840977639652
207,2,0,1,-0.97923097633046,0,-2.06958635750878
208,2,0,1,-0.250457105679756,0,-0.358992135452776
209,2,0,1,-0.211730618466885,0,-0.552985798350469
210,2,0,0,0.0520169838304838,0,0.0580902953537961
211,2,0,1,-0.0269977676311852,0,0.968155613519753
212,2,1,1,-1.10777686130367,0,-1.8883965580416
213,2,0,1,2.32872679344784,0,3.74991002797896
214,2,1,0,1.05687286581351,0,0.157802676450857
215,2,0,1,-0.0777631058774052,0,0.688831102103128
216,2,0,1,-1.20934792248515,1,-1.36573581280058
217,2,1,1,0.968742412014869,0,0.775295670768519
218,2,0,1,-1.11831424859548,1,-0.0176447682185352
219,2,1,1,0.00814842557495704,0,-0.398099481740672
220,2,1,1,1.02271765798447,0,0.791892897048787
221,2,0,1,0.105407474805498,0,0.356191702409485
222,2,1,0,0.428378143995446,0,0.43240463321501
223,2,1,1,1.2177858019115,0,1.05309917418881
224,2,1,1,-0.249397128812394,0,-0.315579013512497
225,2,1,1,-1.15157448414906,0,-0.862245756889376
226,2,1,1,-0.1687241879822,0,-0.589471958915848
227,2,0,1,0.537432050181037,0,-0.258703371182448
228,3,1,0,0.453154293076411,0,1.15932040462168
229,3,0,1,-1.32726088716314,1,-1.17339082076926
230,3,0,1,-2.21828932328072,1,-0.995253690493726
231,3,1,1,-0.760463240526175,0,0.218029495318333
232,3,0,1,-2.05469685364275,1,-1.63346828036151
233,3,0,0,-1.13705012217229,1,-0.784871937774486
234,3,0,1,-1.519828957699,1,-1.02715200765981
235,3,1,1,-1.40054639247035,1,-1.41330166912883
236,3,0,1,0.139669597520371,0,-0.260655261548691
237,3,0,1,-1.97086607102782,0,-2.1266020406611
238,3,0,1,-2.00313679292954,1,-1.61126652299457
239,3,1,0,-0.18962150498947,0,-0.0390407523094072
240,3,0,1,0.000584120318286585,0,0.0877151026250643
241,3,1,1,-2.42348921182388,1,-2.1653359885196
242,3,1,1,0.579121717399504,0,0.708261382954091
243,3,1,1,-0.830984686673106,0,-0.934967210825167
244,3,0,1,0.0510378885734095,0,0.121267247767271
245,3,0,0,-0.817699526678185,0,-2.05446842726481
246,3,1,1,-1.69728961960081,1,-2.11591472009677
247,3,0,1,-2.5100633977526,1,-1.47037587602639
248,3,1,0,0.703080000357369,0,0.316777125349847
249,3,1,0,-0.436480123598051,0,-0.745472226469611
250,3,1,1,0.473406512770431,0,1.41031970344002
251,3,1,1,-1.6519587015959,1,-2.26646714947381
252,3,1,1,-1.88667973062507,1,-0.950897962683778
253,3,0,1,-1.66285066966992,0,-1.814659849883
254,3,0,1,-2.14823263516683,1,-1.9500596730231
255,3,0,1,-0.448140230842755,0,-0.754698481657449
256,3,0,1,-2.73996135281847,1,-2.49593779854064
257,3,1,1,-2.24242766944796,1,-2.15068093944543
258,3,0,1,0.314005205243819,0,1.66082474037304
259,3,0,1,-1.51148862028944,1,-1.19506189706943
260,3,0,1,-1.38514697715327,1,-1.2295483627529
261,3,1,1,-1.69077682509353,0,-1.16479370261793
262,3,1,0,-0.120678043847089,0,0.317496287189787
263,3,1,1,-2.27699144782536,0,-1.53600839576593
264,3,1,1,-1.9249723194881,1,-1.52567586963391
265,3,0,1,-0.402075449204185,0,-0.301013016511052
266,3,1,1,-2.46552825851589,1,-3.10784454944281
267,3,1,0,1.31523052479098,0,1.40282385796115
268,3,0,1,-0.645077695639832,0,-0.78449866038263
269,3,0,1,-0.878497819202698,0,-1.72123937012378
270,3,0,1,-0.160001802644902,0,0.488121636515518
271,3,0,0,-0.588017642139264,0,-0.321855623649545
272,3,0,1,-0.987396979621172,0,-0.644354392549781
273,3,0,1,-0.605616774488349,0,-0.441699451261753
274,3,0,1,-0.123405056294595,0,0.310712104322933
275,3,0,1,-1.27959355585559,1,-0.785647192588355
276,3,0,1,-0.673100657199226,0,-0.450654521858545
277,3,0,1,0.51608682076931,0,1.24073949179162
278,3,0,1,-1.67734618400645,1,-0.500809387653043
279,3,1,1,-1.35125068957998,1,-1.57455342271958
280,3,1,1,-0.521612358770588,0,-0.365685789586445
281,3,0,1,-0.445283846040165,0,-0.668945229318627
282,3,0,1,-0.883883963869869,0,-0.824846186088393
283,3,1,1,-1.69330918602312,1,-1.20874231898247
284,3,0,0,-0.579896515016614,0,-0.481513259480201
285,3,1,1,-0.482709319457647,0,-0.441572352974045
286,3,1,0,0.201365047306845,0,-0.743879724526412
287,3,0,1,-0.492314575085465,0,-0.72817020512393
288,3,1,0,-1.8038233788373,1,-1.26695994498946
289,3,0,0,-1.34373026898284,1,-1.01987299069944
290,3,0,1,-2.19628918339576,0,-2.42150898677772
291,3,1,1,-2.32859282724092,1,-2.03938887775984
292,3,0,1,-1.25835268770556,1,-0.644575601570391
293,3,0,1,-1.85224720289001,1,-1.66688960708899
294,3,0,1,-1.25583254493953,1,-1.62111760758739
295,3,1,1,-2.50769471588023,1,-2.13204263172893
296,3,1,1,-1.45268009681278,1,-1.34896361633886
297,3,0,1,-1.46886716960315,0,-1.76696674605171
298,3,0,1,-2.04954261282513,1,-2.15783561993789
299,3,0,1,-0.499729158003278,0,-0.212202537356755
300,3,0,1,-1.72159536481161,1,-0.615065842136827
301,3,1,1,-0.531839484970114,0,0.202481423499281
302,3,0,1,-1.0518614799548,0,-1.37271094614552
303,3,0,1,-1.52182178182618,1,-1.0503019744731
304,3,1,1,-2.71741069483777,1,-1.56819944041247
305,3,0,0,0.151034070419858,0,-0.305724277268375
306,3,0,1,0.0730598031984233,0,0.537249220223566
307,3,1,0,-1.60981109608266,1,-1.55537367350265
308,3,0,1,-1.82137114554994,1,-2.03833215588337
309,3,0,0,-0.00996670632990404,0,0.600098173955093
310,3,0,1,-0.899582076544793,0,-0.229091124834558
311,3,1,1,-1.60716163843176,0,-1.3745589456562
312,3,0,1,-1.48633250221591,1,-1.34419047166186
313,3,1,1,-0.271075577697419,0,-0.994618272993911
314,3,1,1,-3.18629698864868,0,-2.69283524412292
315,3,1,1,-1.80495763573406,0,-2.66870490620605
316,3,1,0,-0.318325160745055,0,-0.831268776607664
317,3,0,0,-0.627356131213241,0,-0.967135543895814
318,3,0,1,-2.59135059579046,1,-2.42065320200718
319,3,0,1,-2.31050915533006,1,-1.89452248728788
320,3,0,1,-2.841534082179,1,-3.11707941326036
321,3,0,0,-0.871902044056519,0,-0.498908598293879
322,3,1,1,-1.8763307966865,1,-1.50519046958692
323,3,0,1,-1.14172498233318,1,-0.946431089178529
324,3,1,1,-1.90983567713401,1,-2.3176059560399
325,3,0,1,-2.14648151735832,1,-1.79129246382141
326,3,1,1,-1.26784387835737,1,-1.07503511931871
327,3,1,0,0.837620982465504,0,-0.076852246297599
328,3,0,1,-0.265209118325856,0,-0.0800919735608105
329,3,1,1,-0.994990421759276,0,-2.4616956437686
330,3,1,1,-1.61927750081746,1,-1.0698991731667
331,3,1,1,-1.6639708296909,1,-1.01856198817525
332,3,0,1,-1.33781817725503,1,-0.522723324304572
333,3,0,1,-1.81909696950129,1,-1.15807684201055
334,3,1,1,-1.62476352798746,1,-1.11033203788902
335,3,1,1,-2.59682285669315,1,-1.8166859269337
336,3,0,1,-2.86690267995115,1,-2.18666447399997
337,3,0,1,0.393880156514889,0,1.01950285563843
338,3,1,1,-1.46471698103006,1,-1.72344429667478
339,3,1,1,-1.89971198363744,1,-2.34424772471666
340,3,1,0,-0.28404373091232,0,-0.115889728267761
341,3,0,1,-1.42963388229752,1,-1.46198558401241
342,3,0,0,-0.758936633340047,0,-0.590454356548028
343,3,0,0,-1.17541350568655,0,-0.0354431912168977
344,3,0,0,-0.470960561908085,1,-0.611637518226777
345,3,0,0,-2.56911241614755,1,-2.37878590225526
346,3,1,1,-2.12902251361148,1,-2.01965430259509
347,3,1,1,-1.61006238842073,1,-1.33661804818915
348,3,0,0,-0.491157981367383,0,-1.1793002592535
349,3,0,1,-1.1028820576666,1,-1.29675240290121
350,3,1,1,0.339113264393229,0,-0.83766697581927
351,3,1,1,-0.973662657974093,0,-1.17111528341324
352,3,1,0,1.52495576425206,0,1.3855569635771
353,3,1,0,-1.58471274306769,1,-1.72976237343883
354,3,0,1,-1.61466281313389,1,-1.68027825584447
355,3,1,1,-2.35385279799368,1,-0.928313658261234
356,3,1,1,-0.0836141578649412,0,0.793567555696141
357,3,1,1,-0.153054412893342,0,0.094852172777709
358,3,0,1,-1.21164587562103,1,-0.957436973647409
359,3,0,0,-0.660014045088408,0,-0.482895882218397
360,4,1,1,0.417801053078079,0,1.23043839953193
361,4,1,1,-0.47432567512041,0,-0.739813253024023
362,4,1,0,-0.581960595003765,0,-0.399133292682287
363,4,0,1,-0.256288523921699,0,0.574354354958363
364,4,1,1,-0.558515071703467,1,-0.18575316645904
365,4,1,1,-1.52617086000184,1,-1.28518783168287
366,4,0,1,-0.779315981154513,0,0.0220118280818336
367,4,0,1,-0.592542366132465,0,0.0399627620915233
368,4,1,1,-0.579893024790656,0,-0.486243665159121
369,4,1,1,-1.66118523866074,0,-3.16380243117976
370,4,1,1,1.66470609638699,0,1.42709575869156
371,4,0,1,-0.969551962396936,0,-1.46672752746019
372,4,0,0,0.738031363151959,0,1.34764764835683
373,4,0,0,0.800602938462026,0,0.781426969551425
374,4,1,0,1.7718327592193,0,1.78697297151195
375,4,1,1,-0.0462499666114339,0,-0.0179671305807031
376,4,1,1,-0.549825407468374,0,-0.0415609573452859
377,4,0,1,0.388854992921358,0,-0.164103561349072
378,4,0,1,0.08778989122089,0,-1.37196941616134
379,4,0,1,-2.55084045593871,1,-1.70686944084454
380,4,0,1,0.0221320731207829,0,-0.662849013766537
381,4,0,1,0.3068087344671,0,-0.280310359006951
382,4,0,1,-0.634159372615578,0,0.560994830730206
383,4,0,1,1.46356217800027,0,2.53031087499032
384,4,0,1,0.586543892995416,0,1.16640552595852
385,4,1,1,0.170889753984947,0,0.405528432904163
386,4,1,1,-0.328679602382566,0,-0.908789876472572
387,4,0,0,0.657453451236599,0,0.472068251607804
388,4,0,1,-0.488886192448781,0,-0.295110107033128
389,4,1,1,-0.355835598238712,0,-0.821225604937038
390,4,0,1,1.40464334892632,0,2.60859695378065
391,4,1,1,-0.301714010638062,0,-0.22311561690211
392,4,0,1,-0.139988599805186,0,-0.645221567282706
393,4,0,1,0.314008615911292,0,-0.294629712816566
394,4,1,1,1.23509157499633,0,0.96322367950881
395,4,0,1,-1.35952987747208,1,-0.726506059619079
396,4,1,0,-1.02076766908648,1,-0.842155505383469
397,4,1,0,-0.125424448775602,0,-0.507119955422336
398,4,1,0,1.85789418610041,0,2.52834426149111
399,4,0,1,-0.676788677708623,0,-1.10035119567587
400,4,1,1,0.117277104557556,0,-0.0508875651676733
401,4,1,1,-0.156548751599448,0,-0.435582787995553
402,4,1,0,0.0603864119047573,0,0.0929319555884281
403,4,1,0,0.591490043178231,0,0.815778154533482
404,4,0,0,-0.678425497221874,0,-0.747363070093638
405,4,1,1,0.124251843320236,0,-0.189997980453675
406,4,1,0,1.02874645119947,0,-0.721655739089911
407,4,0,0,-1.15751715129616,1,-0.782642142334553
408,4,0,1,-0.392099842619693,0,-0.0849154135122105
409,4,0,1,-1.65288285163565,1,-1.15905925117731
410,4,0,0,0.750972632542201,0,1.11862139444685
411,4,0,1,-0.408167369946073,0,-0.0705537367641709
412,4,1,1,-0.0968172090367878,0,-0.889252749802794
413,4,0,1,-0.074615441400484,0,-0.0925351372024331
414,4,0,1,1.16244502066837,0,1.13138365218651
415,4,1,1,-0.230712132795225,0,-0.841428554355478
416,4,1,1,-0.920004976471322,0,-0.12643480025425
417,4,0,1,-0.614710931626154,0,0.145843431969013
418,4,1,1,-1.14970427924595,1,-0.427151675882275
419,4,1,1,-0.663334993200174,0,0.0546952024552519
420,4,1,1,-0.588936284055667,0,-0.759225506349967
421,4,0,1,-0.0052368631832071,0,0.0647826032658679
422,4,0,1,-0.0995702071046656,0,0.471566124266648
423,4,1,0,-0.411981204922611,0,-0.998398932182814
424,4,1,1,0.125594648882079,0,0.346781768326268
425,4,1,0,-0.0448011406187268,0,-0.460395606608092
426,4,0,1,-2.06694821538299,1,-1.16620975521032
427,4,1,1,0.0577331439160992,0,0.411335124718878
428,4,1,0,0.781154750815142,0,0.503623992377271
429,4,0,0,0.417626047617348,0,1.24013310165441
430,4,0,1,0.904552964252816,0,0.122140852296807
431,4,1,1,0.735514295559997,0,0.139466612519633
432,4,1,1,-1.38499656607734,1,-0.781602647076377
433,4,1,1,-0.036610152448801,0,0.167307303990961
434,4,1,1,-0.768074967170012,0,0.1764819234065
435,4,0,0,-0.16121302270964,0,0.750392986717777
436,4,0,0,0.0221208960915232,0,0.482912608039987
437,4,1,1,-0.964279005148212,1,-1.67100226564922
438,4,0,1,-0.150174464062036,0,0.335981472813373
439,4,1,0,-0.532327138805762,0,-0.880925669034648
440,4,0,1,-1.06785912624692,1,-0.373653079684909
441,4,1,1,-0.255248694133334,0,-0.82874153506845
442,4,1,1,-0.647574095989655,0,-0.619915087317379
443,4,0,1,-1.28061436952128,0,-1.45599461056755
444,4,0,1,-2.0737992810298,1,-1.74885408115906
445,4,0,1,-0.811963354399017,0,-1.01485091646644
446,4,1,1,-1.11653809829338,1,-0.327868714690912
447,4,1,1,-0.788883793411834,0,0.120214543532822
448,4,0,0,1.73917530143564,0,2.08459749024703
449,4,1,1,-0.831342192349381,0,-0.611080559266384
450,4,1,1,0.034203828929242,1,1.16448472978457
451,4,0,0,-0.491881644012878,0,-0.685924238857062
452,4,1,1,-0.0472995331504437,0,-0.490546908118297
453,4,0,0,0.223927576521927,0,1.85423400197084
454,4,0,1,-0.38545308192215,0,0.158852672887742
455,4,1,0,0.387414115993124,0,0.133313300102771
456,4,1,1,-0.751783511060259,0,-0.452735572381982
457,4,0,1,0.0810788458271631,0,-0.0283026972705773
458,4,1,1,-0.212370565491809,0,0.101470022781485
459,4,1,1,1.63453215094577,0,1.99534591491164
460,4,1,0,-0.258654957958849,0,-0.645331507481894
461,5,0,0,-0.773539072829859,0,-0.411404875341644
462,5,1,0,1.00148714094514,0,1.50434727962852
463,5,1,1,-1.82022754352559,1,-1.61212520561415
464,5,0,1,-0.268134350025691,0,-0.323971956965773
465,5,0,0,1.68998244624144,0,1.96547803549509
466,5,0,1,-0.600485980677868,0,0.547054545197904
467,5,1,1,-1.3572991806667,1,-1.38436830974562
468,5,0,1,-0.646131892326382,0,0.0787582797724266
469,5,1,1,-1.95471650367436,1,-2.17277097289281
470,5,1,1,-0.649915530650925,0,-0.849589581911327
471,5,0,1,-1.50633813068169,1,-0.954014203670636
472,5,1,1,1.14548825697057,0,0.793441414516038
473,5,0,1,0.0857415519109566,0,0.159288589674338
474,5,1,1,-1.6312824972128,1,-1.49636658457314
475,5,0,0,1.54748699956542,0,1.43890781582196
476,5,1,1,-0.813435949362306,0,-0.775351237840428
477,5,0,0,0.194967281297427,0,-0.396468805871734
478,5,1,0,0.219606237471546,0,-0.0216000248789937
479,5,0,0,-0.496898296119845,0,-0.624492923811927
480,5,1,1,-0.381632285840869,0,-0.943744284022179
481,5,0,0,-1.94195879858474,0,-2.43897953473677
482,5,1,0,0.439351790207882,0,1.10000285042939
483,5,1,1,-1.29455317939472,1,0.333190971664651
484,5,1,1,-1.42866486912437,1,0.0196952656335998
485,5,0,1,-1.82509068499977,0,-2.91620728160273
486,5,1,1,-0.970605119951226,0,-1.41159627470616
487,5,1,0,0.413668537775251,0,0.68008257159222
488,5,0,1,-0.983921087027624,0,-0.466082240573617
489,5,1,0,-0.702695284224499,0,-1.88264036919101
490,5,1,1,-0.435715041152943,0,0.0081914500485753
491,5,1,1,-0.630129640666713,0,-0.256913833047213
492,5,1,1,-1.31538719311111,1,-0.607089083709239
493,5,0,1,-0.289513573160851,0,0.206704336717805
494,5,0,1,-0.489016522248167,0,0.239454062719019
495,5,1,1,-1.75651065015782,1,-1.69075549630639
496,5,0,0,-1.72444807527093,1,-1.12692360346408
497,5,0,1,0.283292445423006,0,0.178760936367885
498,5,0,1,-0.0271029875239376,0,0.0351341379053098
499,5,0,1,-0.933252438099573,0,-1.03211705749113
500,5,1,1,0.803149526107563,0,1.21331974085747
501,5,0,1,1.39235650959009,0,2.12300977208712
502,5,0,1,-0.55958294210405,0,-0.549312001657535
503,5,1,0,-1.71155024754035,1,-0.757689523011016
504,5,1,1,-0.931914624686574,0,-0.398673844032791
505,5,1,1,-1.72538587425708,1,-0.722943816203038
